2009,Enterprise Funds,Electric Fund,Utilities,Administration,Marketing Eng,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Meter Reader,6,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Meter Reader-Lead,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Mgr Cust Svc & Meter Reading,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Mgr Cust Svc & Meter Reading,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Mgr Electric Oprns,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Mgr Util Mkt Svcs,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Mgr Util Oprns Wgw,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Mgr Util Telecomm,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Mgr Utility Rates,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Offset Equip Op,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Planner,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Power Engr,2,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Program Assistant I,3,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Project Engineer,6,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Project Mgr,0.75,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Resource Planner,4,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Restoration Lead,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Senior Management Analyst,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr Instrum Elect,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr Mech,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr Mkt Analyst,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr Util Field Svc Rep,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr Util Syst Tech,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr Water Sys Oper,2,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Accountant,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Business Analyst,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Deputy City Attorney,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Electric Project Engineer,4,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Financial Anlyst,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Performance Auditor,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Project Engineer,4,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Resource Originator,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Resource Planner,6,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Sr. Technologist,0.87,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Storekeeper,2,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Supervising Electric Project Engineer,2,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Supervising Project Engineer,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Supv Elect Opns Prog,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Supv Util Mtr Rd&Fld,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Supv Utl Constr-Inspect,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Supv Water Trans,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Supv Wgw,5,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,System Op/Sched,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Technologist,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Tree Maint Person,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Acct Rep,3,0
